,title,PMID
625,"A novel disorder involving dyshematopoiesis, inflammation, and HLH due to aberrant CDC42 function.",31601675
626,Comment on: CD163 as a valuable diagnostic and prognostic biomarker of sepsis-associated hemophagocytic lymphohistiocytosis in critically ill children. A call for HLA-DR in HLH.,315994783129848931584245
627,Reply to: Comment on: CD163 as a valuable diagnostic and prognostic biomarker of sepsis-associated hemophagocytic lymphohistiocytosis in critically ill children. A call for HLA-DR in HLH.,315842453129848931599478
628,Successful Modified Therapy in a Patient with Probable Infection-Associated Hemophagocytic Lymphohistiocytosis.,31583147
629,Extramacrochaetae promotes branch and bouton number via the sequestration of daughterless in the cytoplasm of neurons.,31581354
630,Influenza virus B-associated hemophagocytic lymphohistiocytosis.,31579142
631,A Small-Molecule Pan-Id Antagonist Inhibits Pathologic Ocular Neovascularization.,31577956
632,"Hemophagocytic Lymphohistiocytosis: Prevalence, Risk Factors, Outcome, and Outcome-related Factors in Adult Idiopathic Inflammatory Myopathies.",3157570333004480
633,Ruxolitinib for the treatment of lymphoma-associated hemophagocytic lymphohistiocytosis: A cautionary tale.,31575356
634,Coexistence of Myelolipoma and Primary Bilateral Macronodular Adrenal Hyperplasia With GIP-Dependent Cushing's Syndrome.,31572300
635,Awareness of Hemophagocytic Lymphohistiocytosis as an Unusual Cause of Liver Failure in the Neonatal Period.,31567788
636,Application of blood and immunodeficiency gene detection in the diagnosis of hemophagocytic lymphohistiocytosis patients.,31562900
637,Hemophagocytic Lymphohistiocytosis in a Patient of Scrub Typhus.,31559779
638,Prognostic factors for survival of herpes simplex virus-associated hemophagocytic lymphohistiocytosis.,31549293
639,TNFR2 induced priming of the inflammasome leads to a RIPK1-dependent cell death in the absence of XIAP.,3154108231974356
640,Evaluation of lymphocyte function by IFN-γ secretion capability assay in the diagnosis of lymphoma-associated hemophagocytic syndrome.,31540793
641,Emapalumab for the treatment of relapsed/refractory hemophagocytic lymphohistiocytosis.,31537529
642,"Ruxolitinib in adult patients with secondary haemophagocytic lymphohistiocytosis: an open-label, single-centre, pilot trial.",31537486
643,An acute presentation of haemophagocytic lymphohistiocytosis due to visceral leishmaniasis in a British adult returning traveller.,31536056
644,Efficacy of plasma exchange with a high dose of acyclovir for disseminated varicella infection.,31520251
645,MUC1-C Activates the NuRD Complex to Drive Dedifferentiation of Triple-Negative Breast Cancer Cells.,31519689
646,Benefit of Anakinra in Treating Pediatric Secondary Hemophagocytic Lymphohistiocytosis.,3151335331524337
647,Dilemmas in diagnosis and management of hemophagocytic lymphohistiocytosis in children.,31506890
648,An Unusual Presentation of Systemic Lupus Erythematosus as Hemophagocytic Lymphohistiocytosis in a Male.,31482047
649,A Novel BTK Gene Mutation in a Child With Atypical X-Linked Agammaglobulinemia and Recurrent Hemophagocytosis: A Case Report.,31481959
650,Chediak-Higashi syndrome: Lessons from a single-centre case series.,31477396
651,Risk factors of early death in adult patients with secondary hemophagocytic lymphohistiocytosis: a single-institution study of 171 Chinese patients.,31474196
652,Macrophage activation syndrome/haemophagocytic lymphohistiocytosis secondary to Burkholderia cepacia complex septicaemia in an elderly female carrier of X-linked chronic granulomatous disease with extreme lyonisation: 'cepacia syndrome' revisited.,31473638
653,Molecular cloning and functional characterization of MYC transcription factor in pathogen-challenged Apostichopus japonicus.,31472172
654,MDSC targeting with Gemtuzumab ozogamicin restores T cell immunity and immunotherapy against cancers.,31462392
655,Inhibition of Phosphoinositide 3-Kinase/Protein Kinase B Signaling Hampers the Vasopressin-dependent Stimulation of Myogenic Differentiation.,31461843
656,Haemophagocytic lymphohistiocytosis (HLH) following allogeneic haematopoietic stem cell transplantation (HSCT)-time to reappraise with modern diagnostic and treatment strategies?,31455895
657,Fatal familial hemophagocytic lymphohistiocytosis with perforin gene (PRF1) mutation and EBV-associated T-cell lymphoproliferative disorder of the thyroid.,31440481
658,Macrophage Activation Syndrome Secondary to Underlying Sarcoidosis.,31431835
659,Metabolic regulation of lifespan from a C. elegans perspective.,31428207
660,Hemophagocytic lymphohistiocytosis mimicking neonatal hemochromatosis.,31424295
661,Secondary hemophagocytic syndrome after renal transplantation: two case-reports.,31419275
662,Signaling pathways involved in the T-cell-mediated immunity against Epstein-Barr virus: Lessons from genetic diseases.,31402499
663,HLH-2/E2A Expression Links Stochastic and Deterministic Elements of a Cell Fate Decision during C. elegans Gonadogenesis.,31402303
664,Hemophagocytic lymphohistiocytosis: a rare association with pulmonary cryptococcosis.,31401574
665,Genetic Deficiency of Interferon-γ Reveals Interferon-γ-Independent Manifestations of Murine Hemophagocytic Lymphohistiocytosis.,31400073
666,Age- and stress-associated C. elegans granulins impair lysosomal function and induce a compensatory HLH-30/TFEB transcriptional response.,31398187
667,[Hemophagocytic lymphohistiocytosis in unspecific virus infection].,31396675
668,Current Flow Cytometric Assays for the Screening and Diagnosis of Primary HLH.,31396234
669,Genetic characterization of pediatric primary hemophagocytic lymphohistiocytosis in China: a single-center study.,31388699
670,Population pharmacokinetics and initial dosing regimen optimization of cyclosporin in pediatric hemophagocytic lymphohistiocytosis patients.,31382792
671,Regulation of Notch output dynamics via specific E(spl)-HLH factors during bristle patterning in Drosophila.,31375669
672,Evolutions of gas temperature inside fire compartment and external facade flame height with a casement window.,31374375
673,A Rare Case of Hemophagocytic Lymphohistiocytosis in an Adult with Diffuse Large B-Cell Lymphoma.,31360558
674,Editorial: Epstein-Barr Virus-Associated T/NK-Cell Lymphoproliferative Diseases.,31355168
675,Severe Dengue and Associated Hemophagocytic Lymphohistiocytosis in PICU.,31353429
676,A bHLH transcription factor TsMYC2 is associated with the blue grain character in triticale (Triticum × Secale).,31352584
677,GATA2 mutation underlies hemophagocytic lymphohistiocytosis in an adult with primary cytomegalovirus infection.,31350183
678,The cellular regulators PTEN and BMI1 help mediate NEUROGENIN-3-induced cell cycle arrest.,31341016
679,[Clinical analysis of secondary hemophagocytic lymphohistiocytosis complicated with capillary leak syndrome].,31340624
680,Challenges in the diagnosis of hemophagocytic lymphohistiocytosis: Recommendations from the North American Consortium for Histiocytosis (NACHO).,31339233
681,Hemophagocytic Lymphohistiocytosis Secondary to Acute Hepatitis E Infection: A Rare Association.,31325278
682,Hemophagocytic Lymphohistiocytosis: A Rare Complication of an Ultrarare Lysosomal Storage Disease.,31318819
683,How to Treat Cytomegalovirus-induced Hemophagocytic Lymphohistiocytosis in a Child With Leukemia.,31306340
684,CD163 as a valuable diagnostic and prognostic biomarker of sepsis-associated hemophagocytic lymphohistiocytosis in critically ill children.,312984893158424531599478
685,"Haemophagocytic lymphohistiocytosis complicating visceral leishmaniasis in the UK: a case for detailed travel history, a high index of suspicion and timely diagnostics.",31296633
686,Calming the storm in HLH.,3129654131015190
687,Disseminated CMV infection and HLH in a patient with well-controlled HIV and ulcerative colitis.,31296498
688,Insulin-like peptides and the mTOR-TFEB pathway protect Caenorhabditis elegans hermaphrodites from mating-induced death.,3128286231418689
689,"Adjuvant recombinant thrombomodulin therapy for hepatopathy induced by vincristine, actinomycin D, and cyclophosphamide in pediatric rhabdomyosarcoma: A case report.",31281657
690,An Elusive Diagnosis: Case Reports of Secondary Hemophagocytic Lymphohistiocytosis and Review of Current Literature.,31275772
691,Miliary Tuberculosis-Related Acute Respiratory Distress Syndrome Complicated with Hemophagocytic Lymphohistiocytosis Syndrome.,31275676
692,Hemophagocytic lymphohistiocytosis associated with Epstein-Barr virus infection: case report and literature review.,31275547
693,Neonatal Hemophagocytic Lymphohistiocytosis.,31261095
694,Effects of dietary supplementation of three strains of Lactococcus lactis on HIFs genes family expression of the common carp following Aeromonas hydrophila infection.,31252044
695,Identification and functional analysis of three new anthocyanin R2R3-MYB genes in Petunia.,31245756
696,Application of Flow Cytometry in Primary Immunodeficiencies: Experience From India.,31244832
697,A Case of Hemophagocytic Lymphohistiocytosis Secondary to Ralstonia Solanacearum Infection.,31232034
698,Systemic Epstein-Barr Virus-Positive T/NK Lymphoproliferative Diseases With SH2D1A/XIAP Hypomorphic Gene Variants.,31231620
699,Haemophagocytic lymphohistiocytosis in patients with human immunodeficiency virus infection: to treat or not to treat.,31223395
700,To Transplant or Not to Transplant? Late-Onset Primary HLH in a Patient: A Case Report and Review of Literature.,31219909
701,Tocilizumab for the treatment of chimeric antigen receptor T cell-induced cytokine release syndrome.,31219357
702,Hemophagocytic lymphohistiocytosis in pregnancy: a case report and review of the literature.,31215279
703,Estrogenic Compounds or Adiponectin Inhibit Cyclic AMP Response to Human Luteinizing Hormone in Mouse Leydig Tumor Cells.,31212720
704,An Effective Approach for the Multiobjective Regional Low-Carbon Location-Routing Problem.,31212710
705,[Clinical diagnosis and treatment of perinatal stage hemophagocytic lymphohistiocytosis].,31207702
706,A case series of endemic infections associated hemophagocytic lymphohistiocytosis (HLH) mimicking severe sepsis syndrome.,31193414
707,Dengue Infection Complicated by Hemophagocytic Lymphohistiocytosis: Experiences From 180 Patients With Severe Dengue.,31188423
708,A Rare Case of HHV-8 Associated Hemophagocytic Lymphohistiocytosis in a Stable HIV Patient.,31183227
709,Disseminated Herpes Simplex Masquerading as Hemophagocytic Lymphohistiocytosis: A Case Report.,31167703
710,Hemorrhagic fever with renal syndrome with secondary hemophagocytic lymphohistiocytosis in West China: a case report.,31164087
711,Clinical characteristics of liver failure with hemophagocytic lymphohistiocytosis.,31148551
712,Hemophagocytic lymphohistiocytosis as a diagnostic consideration of fever of unknown origin with pancytopenia and chronic liver disease.,31143751
713,Surviving starvation simply without TFEB.,3113656731086360
714,Higher Fatality for Severe Fever with Thrombocytopenia Syndrome Complicated by Hemophagocytic Lymphohistiocytosis.,31124344
715,An unusual presentation of purine nucleoside phosphorylase deficiency mimicking systemic juvenile idiopathic arthritis complicated by macrophage activation syndrome.,31118063
716,Requirement for etoposide in the initial treatment of Epstein-Barr virus-associated haemophagocytic lymphohistiocytosis.,31115044
717,Progressive and disseminated histoplasma infection and hemophagocytic lymphohistiocytosis in an immunocompetent adult.,31110713
718,Disturbances in NK Cells in Various Types of Hemophagocytic Lymphohistiocytosis in a Population of Polish Children.,31107368
719,Enterovirus-Associated HLH: Addition of Anakinra to IVIG and Corticosteroids.,31104275
720,[Hemophagocytic lymphohistiocytosis with granulomatosis and diffuse T-cell infiltration associated with disseminated Nocardiosis and pulmonary infection due to Streptomyces spp].,31103241
721,A clinicopathologic study of the spectrum of systemic forms of EBV-associated T-cell lymphoproliferative disorders of childhood: A single tertiary care pediatric institution experience in North America.,31099136
722,Simple nutrients bypass the requirement for HLH-30 in coupling lysosomal nutrient sensing to survival.,3108636031136567
723,Role of Damage-Associated Molecular Patterns and Uncontrolled Inflammation in Pediatric Sepsis-Induced Multiple Organ Dysfunction Syndrome.,31073505
724,Nontuberculous Mycobacterium infection complicated with Haemophagocytic syndrome: a case report and literature review.,31072325
725,[Fatal exacerbations of chronic active Epstein-Barr virus infection subsequent to cytotoxic chemotherapy].,31068557
